WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
F09E5.11	II	5357308	5358187	-1	WBGene00017289
F09E5.17	II	5358695	5359469	1	WBGene00017293
F09E10.7	X	1500180	1501852	-1	WBGene00017297
F09E10.8	X	1510480	1521487	-1	WBGene00017298
F09F7.1	III	5573994	5576684	1	WBGene00017299
F09F7.3	III	5557344	5564837	1	WBGene00017300
F09F7.4	III	5555404	5557318	1	WBGene00017301
F09F7.7	III	5553489	5554934	-1	WBGene00017304
F09F9.1	X	4115330	4117027	1	WBGene00017306
F09F9.4	X	4121786	4128431	-1	WBGene00017309
F09G2.2	V	7196916	7198437	1	WBGene00017311
F09G2.3	V	7184910	7188483	1	WBGene00017312
F09G2.4	V	7179172	7182853	1	WBGene00017313
F09G2.5	V	7175501	7178783	1	WBGene00017314
F09G2.8	V	7188332	7193662	-1	WBGene00017316
F09G8.3	III	8266062	8267841	1	WBGene00017319
F09G8.5	III	8254975	8257638	1	WBGene00017320
F10C1.5	II	5772065	5774220	-1	WBGene00017326
F10C5.2	III	472301	475349	1	WBGene00017328
F10D2.10	V	7154503	7156224	-1	WBGene00017335
F10D7.2	X	17364646	17368642	-1	WBGene00017339
F10D7.5	X	17383125	17391615	-1	WBGene00017342
F10E7.5	II	7111978	7112982	1	WBGene00017347
F10E7.8	II	7101218	7105030	-1	WBGene00017349
F10E7.9	II	7106412	7110056	-1	WBGene00017350
F10E7.10	II	7113683	7115906	-1	WBGene00017351
F10E7.11	II	7120589	7121782	-1	WBGene00017352
F10E9.4	III	8308538	8309806	1	WBGene00017356
F10E9.5	III	8307592	8308448	1	WBGene00017357
F10G7.10	II	4713674	4726264	-1	WBGene00017373
F10G7.11	II	4727326	4727869	-1	WBGene00017374
F11D5.3	X	3315321	3324229	1	WBGene00017381
F11G11.5	II	4857923	4859185	1	WBGene00017385
F11H8.2	III	7009136	7019574	1	WBGene00017389
F12D9.1	X	8639389	8643431	-1	WBGene00017400
F13B9.1	X	8287261	8294514	1	WBGene00017419
F13D11.3	X	5804379	5805922	-1	WBGene00017428
F13D11.4	X	5831918	5834858	-1	WBGene00017429
F13H6.1	V	6356025	6362997	1	WBGene00017430
F13H6.5	V	6372114	6374933	-1	WBGene00017433
F13H8.2	II	6270370	6274005	1	WBGene00017435
F13H8.4	II	6260857	6262524	1	WBGene00017437
F13H8.9	II	6279676	6281102	-1	WBGene00017442
F14F9.5	V	5127055	5130076	1	WBGene00017468
F14H12.3	X	4344215	4345644	1	WBGene00017471
F14H12.4	X	4339634	4343702	1	WBGene00017472
F15B10.1	IV	6604001	6606188	-1	WBGene00017480
F15E6.1	IV	4307896	4317140	1	WBGene00017482
F16F9.1	X	8440192	8450417	1	WBGene00017513
F16F9.4	X	8459821	8463360	-1	WBGene00017515
F16H11.1	X	4668071	4673234	1	WBGene00017530
F16H11.3	X	4647526	4649197	-1	WBGene00017532
F17A9.2	V	6107828	6114856	1	WBGene00017534
F17A9.3	V	6105607	6107530	1	WBGene00017535
F18A1.5	II	7664582	7667110	1	WBGene00017546
F18A1.6	II	7658324	7662522	-1	WBGene00017547
F18A12.8	II	3420653	3425533	-1	WBGene00017557
F18C5.10	II	6559258	6561583	-1	WBGene00017563
F18E9.3	X	8586147	8590290	1	WBGene00017569
F18E9.5	X	8571049	8575451	1	WBGene00017571
F18F11.4	IV	330823	334385	1	WBGene00017577
F19C7.8	IV	4610576	4638095	-1	WBGene00017597
F19F10.9	V	7571950	7575715	-1	WBGene00017605
F19F10.12	V	7575750	7581532	1	WBGene00017608
F20B4.6	X	17695232	17701744	1	WBGene00017625
F20D6.10	V	8192060	8195937	-1	WBGene00017639
F20D12.2	IV	7948643	7953548	1	WBGene00017642
F20D12.4	IV	7943617	7946819	-1	WBGene00017643
F20D12.5	IV	7939812	7941064	-1	WBGene00017644
F20H11.1	III	6589377	6592175	-1	WBGene00017646
F20H11.4	III	6608622	6610455	1	WBGene00017647
F20H11.5	III	6587864	6589398	1	WBGene00017648
F21A9.2	I	3706030	3709435	-1	WBGene00017651
F21C10.7	V	9112767	9122180	1	WBGene00017657
F21D12.3	II	7319910	7323200	-1	WBGene00017663
F21D12.5	II	7328736	7331324	-1	WBGene00017664
F21E9.2	X	1328143	1329947	-1	WBGene00017666
F21F3.1	I	4906786	4911829	1	WBGene00017671
F21F3.2	I	4903437	4905138	1	WBGene00017672
F21F3.6	I	4911805	4914047	-1	WBGene00017675
F21H12.1	II	6097830	6099663	1	WBGene00017683
F21H12.6	II	6092766	6097597	-1	WBGene00017686
F22A3.1	X	6518883	6522656	1	WBGene00017687
F22A3.2	X	6512285	6512956	1	WBGene00017688
F22B7.1	III	8665338	8666880	1	WBGene00017692
F22B7.6	III	8626291	8628571	-1	WBGene00017696
F22B7.9	III	8652578	8653925	-1	WBGene00017698
F22D3.2	II	6928770	6947899	1	WBGene00017699
F22E5.6	II	2649870	2650715	1	WBGene00017705
F22E5.8	II	2640081	2641897	1	WBGene00017707
F22E5.11	II	2643685	2645703	-1	WBGene00017709
F22E5.12	II	2646328	2646843	-1	WBGene00017710
F22E5.13	II	2647637	2649639	-1	WBGene00017711
F22F7.1	V	2127535	2130100	1	WBGene00017719
F22F7.2	V	2122866	2127299	1	WBGene00017720
F22F7.6	V	2115490	2118644	-1	WBGene00017723
F22F7.7	V	2131476	2140042	-1	WBGene00017724
F23C8.4	I	2434004	2435708	1	WBGene00017733
F23C8.5	I	2418450	2420801	-1	WBGene00017734
F23C8.6	I	2420803	2421816	-1	WBGene00017735
F23C8.9	I	2432570	2433755	-1	WBGene00017738
F23F1.1	II	43854	44981	1	WBGene00017742
F23F1.2	II	34204	35262	1	WBGene00017743
F23F1.4	II	25382	28423	-1	WBGene00017745
F23F1.6	II	35202	37313	-1	WBGene00017747
F23F1.9	II	45040	47479	1	WBGene00017749
F23F12.3	III	6500514	6507717	1	WBGene00017751
F23H11.1	III	911261	912243	1	WBGene00017757
F23H11.2	III	895786	900158	1	WBGene00017758
F23H11.3	III	900138	901444	-1	WBGene00017759
F23H11.4	III	902151	907539	-1	WBGene00017760
F23H11.7	III	917088	919422	-1	WBGene00017762
F23H11.9	III	908328	909902	-1	WBGene00017763
F25B4.2	V	5709418	5712335	1	WBGene00017766
F25B4.5	V	5678600	5682630	-1	WBGene00017768
F25B4.6	V	5682721	5684589	-1	WBGene00017769
F25B4.7	V	5685726	5687381	-1	WBGene00017770
F25B4.9	V	5700010	5701080	1	WBGene00017772
F25B5.3	III	5948890	5953534	1	WBGene00017775
F25B5.5	III	5943833	5946124	-1	WBGene00017776
F25B5.6	III	5946217	5948711	-1	WBGene00017777
F25B5.7	III	5953526	5958246	-1	WBGene00017778
F25E5.6	V	7445065	7446712	1	WBGene00017787
F25F8.1	I	4884903	4895495	1	WBGene00017795
F25G6.2	V	8570311	8581397	1	WBGene00017797
F25G6.8	V	8564303	8565175	-1	WBGene00017799
F26A1.4	III	4818042	4819073	1	WBGene00017803
F26A1.6	III	4816040	4817078	-1	WBGene00017804
F26A1.7	III	4819328	4819943	-1	WBGene00017805
F26A1.8	III	4820670	4822226	-1	WBGene00017806
F26A1.13	III	4847072	4848967	-1	WBGene00017811
F26A10.2	X	7630905	7637172	-1	WBGene00017814
F26B1.2	I	6317701	6320365	1	WBGene00017816
F26B1.5	I	6309114	6310781	1	WBGene00017817
F26F4.1	III	4912207	4914133	1	WBGene00017825
F26F4.4	III	4900073	4903143	1	WBGene00017826
F26F4.11	III	4917104	4918008	-1	WBGene00017830
F26F4.12	III	4908960	4910038	-1	WBGene00017831
F26F12.4	V	5866134	5867952	-1	WBGene00017835
F26G1.1	II	4791620	4795643	1	WBGene00017837
F26G1.5	II	4770534	4771382	-1	WBGene00017841
F27C1.2	I	5430164	5431449	1	WBGene00017852
F27C1.6	I	5421313	5428457	-1	WBGene00017855
F27C1.11	I	5433907	5443026	-1	WBGene00017858
F27C1.13	I	5443878	5446855	-1	WBGene00017860
F27D9.8	X	7676511	7680629	-1	WBGene00017866
F28A12.1	V	8638237	8640585	1	WBGene00017879
F28B3.4	I	4934118	4949332	1	WBGene00017885
F28B3.5	I	4926592	4928840	1	WBGene00017886
F28B4.2	X	3210470	3220367	-1	WBGene00017891
F28B4.4	X	3206818	3209644	-1	WBGene00017893
F28B12.3	II	5921967	5924838	1	WBGene00017895
F28H1.4	I	3974063	3977351	-1	WBGene00017909
F29A7.4	II	2748588	2751573	1	WBGene00017914
F29A7.6	II	2751741	2752611	-1	WBGene00017916
F29B9.1	IV	4665251	4667293	1	WBGene00017919
F29B9.10	IV	4659049	4659517	-1	WBGene00017924
F29C4.2	IV	126731	127640	1	WBGene00017926
F29C4.6	IV	119272	121707	-1	WBGene00017928
F29C4.7	IV	121797	126225	-1	WBGene00017929
F30B5.4	IV	4205975	4218259	1	WBGene00017934
F30B5.7	IV	4229195	4231861	-1	WBGene00017936
F30H5.3	III	505241	512217	-1	WBGene00017937
F31A3.5	X	17554946	17561464	-1	WBGene00017939
F31E3.2	III	6974338	6978025	1	WBGene00017950
F31E3.4	III	6963620	6968130	-1	WBGene00017951
F31E8.4	II	6799114	6800154	-1	WBGene00017954
F32A5.1	II	7252259	7255735	1	WBGene00017967
F32A5.2	II	7245876	7250181	1	WBGene00017968
F32A5.4	II	7228784	7230616	1	WBGene00017970
F32A6.2	X	5298561	5306328	1	WBGene00017973
F32A6.3	X	5283831	5289726	1	WBGene00017974
F32B5.1	I	2700420	2702158	1	WBGene00017975
F32B5.2	I	2697399	2699955	1	WBGene00017976
F32B5.7	I	2672940	2682797	-1	WBGene00017980
F32D1.1	V	4341443	4346050	-1	WBGene00017981
F32D1.5	V	4369351	4371383	-1	WBGene00017984
F32D1.9	V	4371807	4373811	1	WBGene00017988
F32E10.1	IV	7580597	7583726	1	WBGene00017989
F32E10.3	IV	7568893	7573761	1	WBGene00017991
F32E10.5	IV	7574355	7578381	-1	WBGene00017992
F33D4.4	IV	7703873	7706905	-1	WBGene00017996
F33D4.5	IV	7707575	7709084	-1	WBGene00017997
F33D4.7	IV	7709192	7709736	-1	WBGene00017999
F33D11.1	I	5852045	5852962	1	WBGene00018000
F33D11.5	I	5834644	5837392	-1	WBGene00018002
F33D11.7	I	5850038	5851828	-1	WBGene00018004
F33D11.9	I	5857548	5862557	-1	WBGene00018006
F33D11.10	I	5866514	5868139	-1	WBGene00018007
F33D11.11	I	5868266	5869954	-1	WBGene00018008
F33D11.12	I	5862644	5866431	-1	WBGene00018009
F33E11.3	V	300015	304713	-1	WBGene00018011
F33E11.6	V	305457	311565	-1	WBGene00018013
F33G12.2	II	5029942	5031712	-1	WBGene00018014
F33G12.4	II	5034142	5036439	-1	WBGene00018016
F33G12.5	II	5036561	5040196	-1	WBGene00018017
F33G12.6	II	5049915	5053966	1	WBGene00018018
F34D6.4	II	2690472	2694311	-1	WBGene00018023
F35A5.1	X	3807460	3816429	1	WBGene00018024
F35D2.3	II	7570605	7572444	1	WBGene00018041
F35D2.4	II	7580270	7583557	-1	WBGene00018042
F35D11.3	II	4608372	4612082	1	WBGene00018044
F35D11.5	II	4601355	4602633	-1	WBGene00018046
F35D11.11	II	4627811	4638384	-1	WBGene00018051
F35F10.6	V	3287995	3289385	-1	WBGene00018056
F35F10.7	V	3286432	3287460	-1	WBGene00018057
F35F11.1	IV	4042575	4047786	1	WBGene00018064
F35H10.7	IV	8297197	8299843	1	WBGene00018072
F35H12.1	X	935460	937704	1	WBGene00018074
F35H12.2	X	924964	932255	1	WBGene00018075
F35H12.4	X	920200	924511	-1	WBGene00018076
F36D4.2	V	9400327	9401855	1	WBGene00018088
F36D4.5	V	9419292	9425762	-1	WBGene00018090
F36H9.5	V	1779657	1782022	-1	WBGene00018113
F36H9.7	V	1773826	1774918	-1	WBGene00018115
F36H12.8	IV	5258685	5259985	1	WBGene00018122
F36H12.9	IV	5257020	5258352	1	WBGene00018123
F36H12.10	IV	5253407	5254817	-1	WBGene00018124
F37A4.1	III	6723389	6725711	1	WBGene00018131
F37A4.2	III	6722454	6723284	1	WBGene00018132
F37A4.9	III	6720415	6722258	-1	WBGene00018137
F37B4.7	V	2872465	2875600	-1	WBGene00018138
F37C4.4	IV	3867147	3871842	1	WBGene00018144
F37C12.1	III	7184348	7187868	1	WBGene00018149
F37C12.2	III	7181970	7184049	1	WBGene00018150
F37C12.3	III	7180730	7181925	1	WBGene00018151
F37C12.7	III	7167838	7170990	1	WBGene00018152
F37C12.13	III	7196225	7232172	-1	WBGene00018154
F37E3.1	I	6421978	6425794	1	WBGene00018156
F37F2.2	I	1442048	1443942	-1	WBGene00018159
F38A5.1	IV	6579840	6582676	-1	WBGene00018160
F38A5.2	IV	6582703	6585571	-1	WBGene00018161
F38B6.6	X	6684440	6690085	-1	WBGene00018175
F38E1.9	V	8358203	8359163	-1	WBGene00018181
F38E9.1	X	16471058	16474819	1	WBGene00018184
F38E9.5	X	16446197	16451336	1	WBGene00018187
F39G3.2	V	4737834	4741169	1	WBGene00018207
F39H12.2	X	830258	833760	1	WBGene00018213
F39H12.3	X	838144	841493	-1	WBGene00018214
F39H12.4	X	845731	851516	-1	WBGene00018215
F40A3.3	V	7877490	7878514	1	WBGene00018218
F40A3.4	V	7875756	7876789	1	WBGene00018219
F40A3.6	V	7892112	7893862	-1	WBGene00018221
F40A3.7	V	7895465	7899861	-1	WBGene00018222
F40B5.2	X	8368534	8371609	1	WBGene00018226
F40F4.7	X	3243886	3245980	-1	WBGene00018238
F40H3.1	II	6179867	6184684	1	WBGene00018249
F41A4.1	IV	684497	688336	1	WBGene00018256
F41C3.3	II	4742128	4745280	1	WBGene00018269
F41C3.4	II	4740412	4741616	1	WBGene00018270
F41C3.5	II	4737617	4739906	1	WBGene00018271
F41C3.8	II	4716047	4718536	1	WBGene00018274
F41C3.11	II	4731178	4733949	-1	WBGene00018275
F41D9.1	X	8378557	8382700	1	WBGene00018281
F41E6.4	V	8607800	8615841	1	WBGene00018285
F41E6.9	V	8605088	8606141	-1	WBGene00018290
F41E6.13	V	8629223	8631325	-1	WBGene00018294
F41G3.10	II	6748632	6749522	-1	WBGene00018303
F41G3.12	II	6760684	6775176	-1	WBGene00018304
F41G3.14	II	6741663	6742819	1	WBGene00018305
F41H10.5	IV	5360891	5362161	1	WBGene00018318
F41H10.11	IV	5366867	5368866	1	WBGene00018321
F42A6.5	IV	3330826	3331791	-1	WBGene00018327
F42A6.6	IV	3334042	3336868	-1	WBGene00018328
F42A6.9	IV	3342519	3350027	-1	WBGene00018330
F42A10.1	III	6173305	6176171	1	WBGene00018339
F42A10.5	III	6171147	6172800	-1	WBGene00018341
F42C5.5	IV	7292536	7294221	-1	WBGene00018347
F42C5.6	IV	7308486	7309057	-1	WBGene00018348
F42C5.9	IV	7314371	7317163	-1	WBGene00018349
F42G2.5	II	2416101	2417971	-1	WBGene00018354
F42G8.5	IV	8136325	8139087	1	WBGene00018356
F42G8.6	IV	8130561	8132213	1	WBGene00018357
F42G8.8	IV	8119090	8121340	1	WBGene00018359
F42G8.10	IV	8128940	8130256	-1	WBGene00018361
F42G9.1	III	783714	786092	1	WBGene00018362
F42G9.6	III	778253	783303	-1	WBGene00018364
F42H10.2	III	8490624	8491097	1	WBGene00018366
F42H10.3	III	8484153	8488365	1	WBGene00018367
F42H10.5	III	8467035	8478377	1	WBGene00018369
F42H10.6	III	8478382	8480455	-1	WBGene00018370
F42H10.7	III	8488344	8490347	-1	WBGene00018371
F43B10.1	X	16638226	16662823	-1	WBGene00018373
F43B10.2	X	16665116	16674732	-1	WBGene00018374
F43C9.2	X	4786118	4790323	1	WBGene00018376
F43E2.2	II	7374501	7375237	1	WBGene00018391
F43E2.3	II	7359961	7363247	1	WBGene00018392
F43E2.5	II	7363216	7364107	-1	WBGene00018393
F43E2.7	II	7372594	7374172	-1	WBGene00018395
F43H9.2	V	8017947	8021715	1	WBGene00018398
F44A2.2	V	9318311	9320995	1	WBGene00018402
F44A2.3	V	9305416	9310926	1	WBGene00018403
F44A2.5	V	9297632	9302158	1	WBGene00018405
F44B9.2	III	8022463	8025195	1	WBGene00018407
F44B9.5	III	8013753	8016538	-1	WBGene00018408
F44B9.8	III	8028133	8029649	-1	WBGene00018409
F44B9.10	III	8031413	8033727	-1	WBGene00018411
F44E2.3	III	8827358	8829305	-1	WBGene00018417
F44E2.4	III	8832479	8838424	-1	WBGene00018418
F44E2.6	III	8844494	8845214	-1	WBGene00018419
F44E2.8	III	8848582	8849877	-1	WBGene00018421
F44E2.10	III	8829493	8831109	-1	WBGene00018423
F44E7.4	V	5772831	5777034	-1	WBGene00018426
F44E7.7	V	5782893	5785648	-1	WBGene00018429
F44E7.9	V	5791230	5792122	1	WBGene00018431
F45E1.4	X	7985979	7988981	1	WBGene00018465
F45E1.7	X	7988931	7998229	-1	WBGene00018467
F45E4.3	IV	7588931	7628234	1	WBGene00018468
F45E4.11	IV	7651442	7654295	1	WBGene00018473
F45E12.1	II	7310348	7313787	1	WBGene00018474
F45F2.9	V	8512689	8513463	-1	WBGene00018481
F45F2.10	V	8513577	8518764	-1	WBGene00018482
F46C8.3	X	7525571	7527433	1	WBGene00018485
F46C8.7	X	7537844	7540129	-1	WBGene00018486
F46E10.1	V	6524989	6532089	1	WBGene00018488
F46E10.10	V	6515276	6516526	-1	WBGene00018491
F46F11.1	I	5627819	5637622	1	WBGene00018508
F46F11.7	I	5620751	5623035	1	WBGene00018510
F46F11.9	I	5610375	5616402	-1	WBGene00018512
F46F11.10	I	5623019	5624475	-1	WBGene00018513
F46G11.1	X	5791703	5797328	1	WBGene00018514
F46G11.2	X	5788096	5790345	1	WBGene00018515
F46G11.3	X	5783405	5786406	1	WBGene00018516
F46H5.2	X	7265652	7267893	1	WBGene00018518
F47B3.1	I	3972162	3973703	1	WBGene00018525
F47B3.2	I	3970374	3971302	1	WBGene00018526
F47B3.3	I	3964370	3965314	1	WBGene00018527
F47B3.4	I	3960968	3962249	1	WBGene00018528
F47B3.5	I	3963115	3964177	-1	WBGene00018529
F47B3.6	I	3965738	3967279	-1	WBGene00018530
F47B3.7	I	3968118	3970474	-1	WBGene00018531
F47B7.1	X	3788026	3788532	1	WBGene00018532
F47B7.2	X	3772763	3778080	1	WBGene00018533
F47D12.7	III	6293247	6296022	-1	WBGene00018563
F47D12.9	III	6299331	6303217	-1	WBGene00018564
F47E1.2	X	9057652	9061860	1	WBGene00018566
F47E1.3	X	9046213	9054885	1	WBGene00018567
F47E1.4	X	9062834	9066591	1	WBGene00018568
F47F2.1	X	3879782	3893309	1	WBGene00018569
F47F6.1	II	1233236	1252359	-1	WBGene00018572
F47G6.2	I	1471227	1479920	1	WBGene00018579
F48A11.5	II	217049	220667	-1	WBGene00018586
F48B9.5	X	2147614	2149252	-1	WBGene00018591
F48B9.8	X	2173890	2176411	-1	WBGene00018593
F48C1.1	I	5324511	5330222	1	WBGene00018594
F48E3.3	X	7495684	7500982	-1	WBGene00018604
F48E3.4	X	7493724	7495591	-1	WBGene00018605
F48E3.8	X	7507885	7517694	-1	WBGene00018607
F48E3.9	X	7481326	7485038	1	WBGene00018608
F48E8.2	III	5464381	5467992	1	WBGene00018609
F48E8.4	III	5453590	5459516	1	WBGene00018611
F48E8.6	III	5443167	5446506	1	WBGene00018612
F48G7.5	V	622170	622951	-1	WBGene00018616
F48G7.7	V	625752	626390	-1	WBGene00018618
F48G7.8	V	627095	627650	-1	WBGene00018619
F49D11.1	I	10936819	10940521	1	WBGene00018625
F49D11.9	I	10933810	10935712	-1	WBGene00018632
F49E8.1	IV	7556637	7558759	1	WBGene00018635
F49E10.1	X	5897342	5902152	1	WBGene00018639
F49E10.4	X	5875898	5881716	1	WBGene00018641
F49H12.3	X	2084375	2085057	1	WBGene00018654
F49H12.6	X	2066554	2070441	-1	WBGene00018657
F52C9.3	III	5321885	5326345	1	WBGene00018674
F52C9.5	III	5302218	5306324	1	WBGene00018675
F52C12.1	IV	1959854	1963240	1	WBGene00018678
F52C12.4	IV	1923939	1948040	1	WBGene00018681
F52E1.5	V	8379474	8383747	1	WBGene00018694
F52E1.8	V	8392357	8394383	-1	WBGene00018696
F52E1.9	V	8398145	8402669	-1	WBGene00018697
F52E1.13	V	8415687	8444773	-1	WBGene00018700
F52E4.7	X	3095434	3099837	-1	WBGene00018703
F52G3.1	X	16963871	16972808	1	WBGene00018710
F52H2.4	X	2543391	2548028	-1	WBGene00018716
F52H2.7	X	2566557	2572653	-1	WBGene00018719
F53A3.1	III	1939546	1943653	-1	WBGene00018720
F53A3.2	III	1945058	1950270	-1	WBGene00018721
F53A9.4	X	8704309	8707197	1	WBGene00018727
F53A9.5	X	8697817	8702822	1	WBGene00018728
F53A10.2	II	1197374	1230782	1	WBGene00018734
F53B1.2	X	2108982	2111441	1	WBGene00018735
F53B1.4	X	2111397	2113103	-1	WBGene00018737
F53B1.6	X	2114629	2118257	-1	WBGene00018738
F53B1.8	X	2123413	2130241	-1	WBGene00018739
F53B3.1	X	2853678	2857603	-1	WBGene00018740
F53B3.5	X	2872739	2879619	-1	WBGene00018743
F53C3.13	II	3919794	3927982	-1	WBGene00018756
F53E10.6	V	2602153	2603063	-1	WBGene00018762
F53F10.1	I	3834115	3837807	-1	WBGene00018763
F53F10.2	I	3830562	3834124	1	WBGene00018764
F53F10.3	I	3827219	3828143	1	WBGene00018765
F53G2.7	II	2473520	2479090	-1	WBGene00018769
F53G12.3	I	137845	144565	1	WBGene00018771
F53H1.1	IV	1297222	1309652	-1	WBGene00018776
F53H1.3	IV	1329162	1339376	1	WBGene00018777
F54A3.3	II	2233540	2243539	1	WBGene00018782
F54A3.4	II	2220464	2223567	-1	WBGene00018783
F54A5.1	I	989671	992181	1	WBGene00018786
F54A5.2	I	963700	969426	-1	WBGene00018787
F54A5.3	I	969089	976550	-1	WBGene00018788
F54C4.1	III	87559	89243	1	WBGene00018793
F54D7.2	I	4805607	4809674	1	WBGene00018797
F54D7.3	I	4800043	4804268	1	WBGene00018798
F54D11.2	V	4617938	4628510	1	WBGene00018812
F54D12.6	II	1368103	1374988	-1	WBGene00018819
F54E7.1	III	5680433	5682326	1	WBGene00018827
F54F2.7	III	8806231	8807346	-1	WBGene00018835
F54F2.9	III	8825243	8827228	-1	WBGene00018836
F54H5.2	II	6627484	6629270	1	WBGene00018839
F54H5.3	II	6622189	6623500	1	WBGene00018840
F55A3.1	I	10799623	10806901	1	WBGene00018847
F55A3.3	I	10789130	10793152	1	WBGene00018849
F55A4.1	X	1035548	1037046	1	WBGene00018853
F55A4.2	X	1012731	1017567	-1	WBGene00018854
F55A4.5	X	1027673	1035286	-1	WBGene00018857
F55A4.7	X	1037023	1038447	-1	WBGene00018859
F55A4.8	X	1038514	1046206	-1	WBGene00018860
F55A4.10	X	1004337	1009412	1	WBGene00018861
F55A12.2	I	5365265	5366875	1	WBGene00018863
F55A12.8	I	5349646	5353767	-1	WBGene00018866
F55C12.1	II	5884552	5892664	1	WBGene00018869
F55C12.5	II	5867268	5873614	-1	WBGene00018872
F55D10.1	X	4732964	4738592	1	WBGene00018877
F55D10.3	X	4712279	4715080	1	WBGene00018878
F55D10.5	X	4722877	4727481	-1	WBGene00018880
F55F8.2	I	5646369	5649656	-1	WBGene00018890
F55F8.3	I	5649756	5653648	-1	WBGene00018891
F55F8.4	I	5653804	5655857	-1	WBGene00018892
F55F8.6	I	5657980	5658723	-1	WBGene00018894
F55F8.7	I	5659450	5661272	-1	WBGene00018895
F55F8.9	I	5669950	5673352	-1	WBGene00018897
F55F10.1	IV	4360837	4386533	1	WBGene00018898
F55G1.4	IV	7478171	7485523	1	WBGene00018900
F55G1.5	IV	7475041	7476215	1	WBGene00018901
F55G1.9	IV	7476171	7477344	-1	WBGene00018904
F56A3.2	I	5182736	5186234	1	WBGene00018909
F56A4.10	V	2461320	2464579	-1	WBGene00018918
F56A4.12	V	2476905	2481346	-1	WBGene00018920
F56A6.4	I	614651	629444	-1	WBGene00018923
F56B3.2	IV	764078	768584	-1	WBGene00018928
F56B3.8	IV	773228	776655	1	WBGene00018932
F56B3.11	IV	795755	796567	-1	WBGene00018934
F56B6.6	X	3531841	3532811	-1	WBGene00018937
F56C9.3	III	7311290	7313195	1	WBGene00018948
F56C9.10	III	7329714	7335316	-1	WBGene00018953
F56C11.3	I	182079	182772	-1	WBGene00018955
F56D1.1	II	5478578	5480490	1	WBGene00018959
F56D1.2	II	5475409	5478524	1	WBGene00018960
F56D2.2	III	5587263	5589095	1	WBGene00018964
F56D2.5	III	5578435	5581343	-1	WBGene00018966
F56D2.6	III	5589036	5591718	-1	WBGene00018967
F56D3.1	II	4142816	4149678	1	WBGene00018969
F56D12.6	II	1310518	1320437	1	WBGene00018974
F56E10.1	V	104826	118188	1	WBGene00018975
F56E10.2	V	64564	83831	-1	WBGene00018976
F56F4.6	I	6139216	6140444	-1	WBGene00018982
F56F10.4	X	864925	871089	-1	WBGene00018987
F56F11.2	III	2882304	2884967	1	WBGene00018989
F56H1.5	I	5754312	5760803	-1	WBGene00018995
F57B9.1	III	6962090	6963319	1	WBGene00018996
F57B9.3	III	6939888	6941736	1	WBGene00018997
F57B9.7	III	6924097	6928817	-1	WBGene00018998
F57B10.3	I	6569494	6572598	1	WBGene00019001
F57B10.5	I	6562699	6563660	1	WBGene00019003
F57B10.6	I	6558696	6562346	1	WBGene00019004
F57B10.8	I	6548644	6550447	-1	WBGene00019005
F57B10.9	I	6550536	6552665	-1	WBGene00019006
F57C9.1	I	4848425	4850717	1	WBGene00019008
F57C9.4	I	4830135	4835619	1	WBGene00019011
F57C9.6	I	4821933	4824811	1	WBGene00019012
F57F4.1	V	6390463	6392523	1	WBGene00019015
F57F10.1	II	6136094	6157176	1	WBGene00019018
F57H12.4	IV	7970525	7973363	1	WBGene00019019
F57H12.6	IV	7975430	7976406	-1	WBGene00019021
F58A6.9	II	5158566	5158988	-1	WBGene00019026
F58B6.2	III	1103224	1111923	1	WBGene00019030
F58F12.1	II	6383645	6384692	1	WBGene00019061
F58G4.1	V	8108970	8118131	1	WBGene00019064
F58H7.3	IV	924936	939667	1	WBGene00019069
F59A3.1	I	5520389	5529763	1	WBGene00019074
F59A3.3	I	5505377	5507023	-1	WBGene00019076
F59A3.4	I	5507123	5509288	-1	WBGene00019077
F59A3.6	I	5509473	5511705	-1	WBGene00019079
F59A6.4	II	5005081	5008068	1	WBGene00019086
F59C12.3	X	16603364	16609524	-1	WBGene00019102
F59D6.2	V	3028294	3029583	1	WBGene00019104
F59D6.3	V	3024520	3027931	1	WBGene00019105
F59D6.7	V	3037812	3039382	-1	WBGene00019108
F59E12.4	II	5631357	5633284	1	WBGene00019120
F59E12.5	II	5622895	5624866	1	WBGene00019121
F59E12.11	II	5647986	5649472	-1	WBGene00019126
F59G1.1	II	5911324	5916910	1	WBGene00019127
F59G1.4	II	5896170	5904588	1	WBGene00019128
H01M10.1	X	2578211	2580574	-1	WBGene00019143
H04M03.1	IV	5896623	5899112	1	WBGene00019151
H04M03.3	IV	5891565	5893329	1	WBGene00019153
H04M03.4	IV	5885835	5889821	1	WBGene00019154
H05L03.3	X	5904627	5905346	1	WBGene00019160
H06H21.3	IV	4810934	4811983	1	WBGene00019162
H06H21.6	IV	4807426	4809976	-1	WBGene00019163
H06H21.10	IV	4827853	4846893	-1	WBGene00019166
H06I04.3	III	3070523	3085268	1	WBGene00019168
H10D18.5	V	3813737	3831659	-1	WBGene00019180
H10E21.2	III	3321	11940	1	WBGene00019183
H10E21.4	III	17316	19675	-1	WBGene00019184
H10E21.5	III	20531	23962	-1	WBGene00019185
H11E01.3	X	1604906	1619115	1	WBGene00019188
H14A12.3	III	7463797	7465238	1	WBGene00019196
H14E04.1	III	2402070	2406332	1	WBGene00019198
